Dsu1,Dsu2,Dsu3,Dsu4,Dsu5,msu1,msu2,msu3,msu4,msu5,mu1d,mu2d,mu3d,mu4d,mu5d,output
0.95323,0.0019356,0.96795,0.42881,0.063845,2,1,1,2,2,1,2,1,3,2,4
0.68997,0.14905,0.36131,0.9982,0.3886,1,3,2,3,3,1,2,3,2,3,5
0.68033,0.41253,0.96707,0.21383,0.45402,2,2,3,1,1,3,3,3,1,2,2
0.71658,0.91187,0.23807,0.59536,0.02333,3,3,2,1,3,2,2,3,2,2,1
0.23026,0.44494,0.72887,0.31719,0.22313,2,2,3,3,2,2,2,3,1,1,3
0.89773,0.1261,0.79688,0.90655,0.21392,2,1,3,1,2,2,3,3,1,3,3
0.12669,0.026571,0.18937,0.81759,0.55505,1,2,1,2,3,3,2,2,1,3,5
0.095825,0.19739,0.61296,0.20645,0.13189,2,1,3,3,1,2,1,1,1,2,3
0.75405,0.66351,0.088316,0.54725,0.45685,3,1,1,2,3,2,2,2,2,1,4
0.77487,0.25056,0.24515,0.80808,0.3929,2,3,3,1,3,3,1,1,1,3,5
0.87115,0.60647,0.80839,0.44949,0.20781,1,1,1,2,3,3,1,1,1,1,4
0.32535,0.021976,0.53452,0.71575,0.37467,3,2,1,1,1,1,1,3,3,3,5
0.75283,0.48059,0.076255,0.14589,0.88183,2,3,2,1,3,2,2,3,1,1,2
0.23347,0.76273,0.69258,0.3662,0.38809,3,3,2,1,2,3,3,1,3,2,2
0.58787,0.67687,0.31536,0.51594,0.44887,3,2,3,3,2,2,1,1,2,3,1
0.44021,0.10063,0.93282,0.45139,0.75786,1,1,2,1,2,3,2,1,3,3,1
0.14231,0.74941,0.88443,0.41491,0.038016,1,2,1,2,3,3,1,2,3,2,4
0.52317,0.765,0.85274,0.16931,0.33123,3,2,3,1,2,2,2,2,2,2,1
0.89007,0.5432,0.70551,0.77758,0.87023,2,1,2,3,3,3,2,2,2,2,4
0.49636,0.05629,0.80633,0.03207,0.76223,3,2,1,3,2,2,3,2,1,1,1
0.10123,0.72015,0.80566,0.86386,0.89797,3,2,3,2,1,2,1,1,1,3,3
0.86405,0.084652,0.26188,0.0001072,0.033084,1,2,3,3,1,1,3,1,1,2,2
0.10294,0.31642,0.83918,0.10377,0.3789,1,2,2,1,3,2,2,3,1,2,5
0.49842,0.67839,0.46677,0.36759,0.19688,1,2,1,3,1,2,1,3,1,2,2
0.093279,0.69463,0.72215,0.75597,0.5912,3,1,3,2,1,3,3,1,3,3,3
0.47744,0.069115,0.93452,0.54898,0.88099,1,3,3,3,3,2,2,2,2,2,4
0.80974,0.98782,0.17789,0.35564,0.081045,3,2,2,1,2,1,2,2,1,1,1
0.60236,0.44564,0.066187,0.39862,0.55074,3,3,2,2,1,3,3,1,1,3,1
0.17342,0.081037,0.22846,0.064188,0.33717,2,3,3,3,1,1,2,2,2,3,5
0.1011,0.58227,0.46235,0.16123,0.21799,1,1,1,2,2,2,3,3,2,2,3
0.347,0.51881,0.72874,0.38581,0.1812,2,3,3,1,2,2,1,1,3,1,3
0.75729,0.43083,0.025925,0.43034,0.9447,1,1,2,2,1,3,1,2,3,1,4
0.89884,0.44792,0.80037,0.72117,0.19948,1,2,3,1,2,3,2,2,1,3,2
0.64329,0.15192,0.011294,0.13179,0.88016,1,2,2,1,1,3,2,3,1,2,1
0.25816,0.87966,0.90731,0.1473,0.55557,3,3,3,1,3,2,2,2,2,1,2
0.57174,0.63239,0.12816,0.43814,0.78972,2,3,2,3,2,1,2,1,2,2,2
0.94561,0.64488,0.86597,0.33226,0.74624,2,2,2,3,1,2,2,2,1,1,2
0.69173,0.40529,0.4279,0.39222,0.46708,1,3,3,1,1,2,2,2,1,1,3
0.47047,0.97193,0.4991,0.2482,0.019201,3,1,3,2,3,2,3,2,3,2,3
0.67104,0.69739,0.054149,0.35388,0.90999,2,3,2,2,2,3,3,1,1,3,2
0.18736,0.26659,0.87547,0.45084,0.48572,2,1,3,3,1,1,2,3,2,1,4
0.014167,0.82064,0.30375,0.71993,0.64318,3,2,1,2,2,1,2,2,2,1,4
0.9496,0.96453,0.90327,0.18099,0.28249,3,3,3,1,1,3,3,2,2,1,3
0.90621,0.981,0.20497,0.012384,0.49845,1,1,1,1,1,1,3,2,2,3,5
0.66401,0.24583,0.15327,0.46245,0.52946,2,2,2,1,3,2,2,3,1,2,5
0.65088,0.20895,0.7002,0.63944,0.33697,1,1,1,2,3,3,2,2,1,3,5
0.28481,0.72357,0.44797,0.46896,0.066272,2,3,2,2,2,1,2,3,1,3,3
0.74707,0.65219,0.5802,0.26451,0.46376,3,1,3,3,3,1,1,3,3,3,3
0.41234,0.093647,0.87925,0.25606,0.1149,3,1,2,3,3,3,3,1,3,1,1
0.75676,0.66461,0.67768,0.15834,0.61845,1,3,1,2,2,3,1,2,1,1,2
0.8453,0.56014,0.98993,0.25654,0.043046,3,2,3,3,1,2,2,3,1,3,2
0.086238,0.0056903,0.7323,0.92076,0.14756,3,1,3,3,2,1,2,1,3,3,3
0.46681,0.96653,0.095831,0.91164,0.1364,1,2,3,1,3,3,2,3,3,2,1
0.5039,0.15501,0.94175,0.76188,0.34999,2,3,3,1,1,2,1,2,3,1,1
0.070961,0.93698,0.33651,0.56492,0.47438,1,1,2,1,2,1,1,1,3,2,5
0.92058,0.19969,0.93014,0.50422,0.59669,3,1,3,3,3,3,2,2,3,1,4
0.45425,0.51386,0.14373,0.11787,0.7368,1,3,1,3,3,1,1,3,3,2,5
0.25601,0.48748,0.86927,0.91387,0.84712,1,1,1,3,3,1,2,1,2,1,5
0.53745,0.67516,0.40163,0.8611,0.83296,2,2,1,3,3,1,1,3,1,2,5
0.092271,0.064418,0.87788,0.22817,0.24856,2,1,1,1,3,3,1,1,1,2,5
0.74369,0.31545,0.25199,0.68929,0.71798,2,3,2,2,2,2,1,1,1,1,4
0.66028,0.41991,0.69432,0.70072,0.36167,3,1,1,1,1,1,3,3,2,2,1
0.16326,0.5444,0.41089,0.69393,0.99268,2,1,3,1,1,2,3,3,3,2,3
0.65065,0.50821,0.8426,0.37202,0.77266,1,2,2,2,3,1,2,3,3,1,4
0.65865,0.12724,0.94443,0.17269,0.2837,3,1,3,3,3,3,1,2,2,1,1
0.049022,0.76011,0.61598,0.034131,0.85408,1,1,2,3,3,2,1,3,1,3,3
0.68637,0.71647,0.74231,0.92586,0.0042688,1,2,2,2,3,3,1,3,3,3,3
0.15257,0.48597,0.92973,0.89576,0.26853,1,1,3,1,2,2,3,1,2,1,2
0.48043,0.26837,0.94108,0.029835,0.91692,1,3,3,2,2,3,2,3,1,1,1
0.76434,0.081271,0.22747,0.08964,0.58581,3,1,1,1,1,1,2,1,3,3,1
0.22247,0.056235,0.81167,0.39706,0.22184,1,3,2,1,1,3,2,2,1,2,1
0.82965,0.23501,0.42002,0.26501,0.762,1,3,2,3,3,3,3,1,2,1,5
0.9188,0.91685,0.69638,0.96966,0.17047,3,3,2,3,1,3,1,3,1,2,3
0.24915,0.35746,0.78038,0.89578,0.43884,3,1,3,1,1,3,2,1,3,3,3
0.43436,0.87615,0.20004,0.0031858,0.71037,2,3,1,3,3,3,3,2,3,3,1
0.87123,0.16295,0.35779,0.85868,0.25806,1,2,3,3,2,1,2,2,1,3,4
0.59683,0.47402,0.58806,0.33924,0.85052,3,3,2,2,1,1,2,2,3,2,3
0.84182,0.83489,0.66966,0.069307,0.13873,1,3,1,3,1,2,3,3,1,3,2
0.6014,0.80036,0.4479,0.28139,0.11264,3,2,2,1,2,2,1,2,1,3,1
0.92257,0.97399,0.71683,0.42549,0.82433,3,2,1,3,3,2,3,3,1,2,5
0.19999,0.96166,0.76359,0.1045,0.35354,3,1,1,1,3,3,1,1,2,1,1
0.52716,0.68027,0.075996,0.37719,0.95896,1,2,2,2,2,2,2,2,3,1,4
0.37934,0.03864,0.67501,0.14158,0.74042,1,2,3,2,3,3,1,3,2,2,3
0.0043199,0.20905,0.12785,0.4288,0.47923,3,2,3,1,1,1,1,2,1,3,5
0.13811,0.23083,0.60385,0.69327,0.17774,3,2,2,1,3,3,2,1,2,2,3
0.65274,0.73514,0.16711,0.057879,0.51698,3,3,3,2,3,3,1,1,2,2,1
0.69488,0.84106,0.47873,0.013972,0.053644,2,3,3,1,1,2,3,2,1,1,3
0.95022,0.75056,0.48019,0.20836,0.7097,2,2,3,2,2,3,3,1,1,2,5
0.65863,0.55104,0.67293,0.4359,0.35738,3,3,1,2,1,3,2,1,3,1,1
0.29406,0.93946,0.99775,0.26678,0.088534,2,1,2,3,1,1,1,3,2,2,4
0.24427,0.52659,0.3344,0.23037,0.218,2,1,1,2,3,2,1,1,3,3,4
0.15011,0.068081,0.96537,0.7663,0.79747,1,2,1,2,2,3,2,3,1,2,4
0.079641,0.98764,0.7366,0.17215,0.61036,2,2,1,2,1,3,3,1,1,1,5
0.033404,0.53284,0.27643,0.72541,0.68568,1,1,3,1,3,3,2,1,1,1,5
0.071501,0.47655,0.77571,0.15013,0.067044,3,2,1,1,3,1,2,1,3,1,2
0.80288,0.087827,0.77865,0.30787,0.38329,3,1,1,3,1,2,1,3,3,3,1
0.97257,0.41398,0.38044,0.40175,0.24976,1,1,1,3,3,3,3,1,1,2,2
0.72695,0.2651,0.58167,0.6954,0.78007,3,1,1,2,1,1,1,2,2,2,1
0.7339,0.8838,0.70452,0.60004,0.015933,2,1,3,1,1,2,2,1,3,3,3
0.89937,0.30931,0.97716,0.46614,0.15344,1,2,2,1,2,2,1,2,3,3,4
0.62905,0.51161,0.21223,0.55019,0.62887,1,1,3,1,2,3,1,2,3,3,5
0.3058,0.09358,0.27016,0.31377,0.66247,1,1,1,1,1,1,3,3,1,1,3
0.69996,0.75309,0.65994,0.35985,0.17515,1,2,1,1,1,3,3,2,2,1,2
0.87283,0.84674,0.39855,0.10462,0.96894,3,3,3,2,2,3,3,2,1,2,3
0.52939,0.59859,0.82243,0.27233,0.61205,1,3,1,1,1,3,3,3,1,3,2
0.18683,0.75585,0.23223,0.81447,0.22624,3,2,2,3,3,2,1,2,2,3,4
0.13928,0.19963,0.94212,0.23719,0.57112,1,1,2,2,3,1,3,1,2,3,5
0.38879,0.14105,0.92652,0.62622,0.095926,3,3,3,2,1,2,3,1,3,1,4
0.71384,0.45911,0.091489,0.5127,0.26172,3,3,2,1,3,3,2,3,1,2,1
0.91353,0.72891,0.26453,0.27043,0.90285,2,3,2,3,2,3,1,3,2,2,2
0.42095,0.72579,0.61988,0.12577,0.55989,1,1,1,3,2,3,3,1,2,3,5
0.72768,0.73486,0.34675,0.23885,0.49223,1,2,1,2,3,3,2,3,2,1,3
0.86859,0.32355,0.009087,0.46338,0.42214,1,2,1,3,1,3,3,1,2,1,4
0.89692,0.32841,0.67565,0.45734,0.0051443,3,2,3,1,1,2,2,2,3,1,3
0.60837,0.47807,0.19723,0.19677,0.75791,3,3,3,2,3,1,3,3,3,2,2
0.85022,0.49329,0.08139,0.11436,0.70906,3,3,3,3,1,3,1,1,3,2,1
0.97158,0.54873,0.76396,0.54062,0.53148,2,1,2,2,3,3,2,1,1,1,3
0.6871,0.98302,0.87168,0.87393,0.20319,2,1,1,3,1,3,3,3,3,3,1
0.18033,0.44152,0.57524,0.64872,0.87193,2,1,3,3,2,2,3,2,3,3,4
0.019455,0.032067,0.034202,0.25938,0.18702,2,3,1,3,2,3,3,2,3,3,4
0.069032,0.46806,0.49983,0.46003,0.28196,2,3,3,2,3,2,1,1,1,1,3
0.35568,0.71775,0.78967,0.029396,0.8498,3,3,3,3,2,3,3,3,1,3,2
0.41447,0.2491,0.64439,0.91549,0.39404,1,3,2,3,1,1,2,1,1,3,5
0.55678,0.20743,0.8166,0.99339,0.55802,1,2,3,2,2,3,1,2,3,1,3
0.13001,0.5621,0.8089,0.054482,0.12799,3,3,1,2,1,3,2,2,3,1,2
0.93754,0.66233,0.42727,0.51822,0.89136,3,1,2,2,3,1,2,3,2,3,3
0.89611,0.66185,0.5798,0.29824,0.30112,3,3,3,2,3,1,3,3,2,3,3
0.43065,0.66423,0.53044,0.71039,0.22402,3,1,2,3,1,3,3,3,1,2,1
0.72819,0.48122,0.43093,0.13375,0.82879,1,3,3,1,1,1,1,2,1,2,3
0.50511,0.75868,0.3755,0.76212,0.15616,2,1,1,1,3,3,3,3,2,3,1
0.5051,0.39126,0.49914,0.047076,0.051759,3,3,1,2,2,3,1,2,1,2,1
0.80514,0.53168,0.38672,0.81298,0.13226,2,3,1,2,3,2,3,3,3,2,2
0.40274,0.61695,0.30497,0.5791,0.49958,1,3,3,2,3,3,2,1,3,1,2
0.62324,0.59986,0.20532,0.98638,0.60415,3,2,2,1,3,1,3,3,3,3,5
0.48251,0.58149,0.57658,0.13473,0.52006,3,3,3,1,3,2,3,1,3,3,5
0.089673,0.4235,0.10415,0.49106,0.27274,3,1,2,3,3,1,2,2,1,1,2
0.47695,0.044537,0.36367,0.20246,0.10129,3,2,1,2,1,1,1,1,1,2,1
0.19009,0.56001,0.93807,0.93187,0.89161,3,3,2,1,1,1,1,3,2,1,2
0.95152,0.56914,0.86106,0.80481,0.42771,2,1,1,1,3,2,3,1,1,2,5
0.0816,0.19264,0.25362,0.60443,0.5282,1,2,3,2,3,2,3,2,2,2,5
0.0024735,0.82624,0.62113,0.44693,0.3467,1,3,1,3,3,2,1,2,1,1,2
0.82878,0.85567,0.89864,0.73675,0.84813,2,2,2,3,1,3,3,1,2,2,4
0.82915,0.50114,0.26469,0.34857,0.96487,1,1,2,2,1,2,2,1,2,2,4
0.54846,0.79997,0.7657,0.92681,0.42161,1,3,2,2,1,1,3,2,2,1,2
0.85536,0.63059,0.85148,0.73955,0.011526,3,1,3,3,3,3,3,2,3,1,4
0.99943,0.083342,0.82737,0.7564,0.067577,3,3,2,1,1,2,1,1,1,2,3
0.29923,0.39068,0.73016,0.081392,0.358,3,3,1,2,3,2,1,2,1,3,5
0.77675,0.86838,0.23671,0.37144,0.62191,2,2,2,2,1,1,1,2,3,3,4
0.262,0.44676,0.060885,0.73457,0.96863,2,3,1,1,3,1,1,1,3,1,5
0.55797,0.85694,0.082801,0.88136,0.4861,3,3,3,2,3,1,1,3,1,1,2
0.37637,0.047977,0.59708,0.9717,0.0017121,3,2,2,2,3,1,3,1,1,2,3
0.82881,0.73736,0.038728,0.059481,0.11985,1,2,2,2,2,1,1,1,2,2,2
0.92907,0.45783,0.85073,0.086717,0.28625,3,3,2,2,2,2,1,3,1,3,5
0.80521,0.74209,0.38036,0.32543,0.98879,3,2,2,1,1,1,2,3,2,3,3
0.85959,0.48907,0.88626,0.90073,0.49183,3,1,1,1,2,2,2,2,2,1,1
0.9617,0.030745,0.51292,0.15541,0.12408,3,2,1,1,2,3,1,1,1,2,1
0.61591,0.83879,0.054249,0.11699,0.032828,3,2,2,2,3,1,1,3,3,2,1
0.88596,0.79273,0.34397,0.36858,0.13056,2,2,3,2,1,2,3,3,3,3,4
0.988,0.67361,0.10932,0.55623,0.3024,1,1,1,3,1,2,1,2,2,2,4
0.6136,0.75445,0.65772,0.089704,0.96523,2,1,3,1,3,1,3,2,1,2,3
0.8857,0.55266,0.56863,0.68822,0.71379,2,3,3,2,3,2,3,2,2,1,2
0.23138,0.6903,0.83446,0.64375,0.15554,2,3,2,3,3,3,1,1,3,3,4
0.014425,0.28456,0.44592,0.35451,0.19186,2,1,1,2,2,3,3,3,1,1,2
0.77545,0.15089,0.54159,0.66415,0.53673,2,3,1,1,2,3,2,3,2,3,5
0.79044,0.47373,0.41545,0.12025,0.68153,1,1,1,3,2,2,1,2,2,2,5
0.99919,0.13065,0.13286,0.53128,0.2984,1,2,1,3,2,2,1,1,3,3,4
0.41059,0.27981,0.20864,0.56703,0.8725,2,2,2,3,3,2,3,3,2,2,4
0.78623,0.40482,0.48689,0.72948,0.12615,2,2,2,3,1,2,1,2,3,1,4
0.024047,0.30358,0.15914,0.99722,0.48319,1,2,2,1,2,3,2,2,1,2,5
0.69843,0.19093,0.2702,0.55164,0.5371,3,1,3,3,3,3,2,2,3,3,5
0.13827,0.14773,0.50568,0.19356,0.81879,2,3,3,1,3,1,2,2,3,1,3
0.37774,0.052437,0.20235,0.43994,0.94302,1,3,1,3,3,3,2,3,2,1,4
0.10494,0.71377,0.67459,0.33868,0.59794,2,2,2,2,2,1,2,1,1,1,2
0.86084,0.6847,0.59175,0.088593,0.11358,3,1,1,2,3,1,3,3,3,3,1
0.93418,0.5017,0.34101,0.22597,0.35379,1,2,1,1,1,3,1,3,3,2,3
0.74613,0.098197,0.50394,0.20664,0.15613,1,2,1,3,2,1,1,1,1,2,3
0.7082,0.51178,0.52909,0.45119,0.91311,2,3,1,1,1,2,2,1,3,3,2
0.97979,0.90035,0.97302,0.91933,0.3696,1,2,1,1,2,2,1,3,1,3,5
0.52519,0.71049,0.18534,0.96521,0.81803,2,3,3,1,3,2,1,3,2,3,1
0.69596,0.17562,0.66641,0.46614,0.18707,2,3,3,1,3,1,1,3,3,1,3
0.52725,0.36722,0.72246,0.053857,0.68988,2,3,1,3,3,1,2,1,3,3,5
0.10693,0.79749,0.87871,0.88722,0.19092,2,3,2,2,1,3,3,2,1,1,2
0.95119,0.17178,0.086222,0.077944,0.01011,1,2,3,3,1,3,2,1,1,2,2
0.30492,0.67046,0.2629,0.034456,0.23722,2,3,3,2,1,3,1,1,2,1,1
0.15367,0.69294,0.66337,0.60067,0.16337,3,1,2,1,2,3,2,1,3,3,3
0.82548,0.7746,0.76521,0.36845,0.7282,1,1,1,1,2,3,3,1,1,1,5
0.70603,0.83959,0.1535,0.07279,0.041784,2,1,1,1,3,1,1,3,1,3,1
0.5813,0.50951,0.88123,0.59273,0.92134,1,3,1,1,2,3,1,3,3,3,2
0.76656,0.67535,0.60904,0.27091,0.2672,3,3,2,2,2,1,2,3,1,1,2
0.79671,0.49382,0.56546,0.62743,0.27482,3,3,1,2,3,1,1,2,1,2,1
0.82197,0.01286,0.7675,0.2691,0.12049,2,1,1,3,1,2,2,2,1,1,1
0.10297,0.55703,0.051421,0.82311,0.48535,1,3,1,2,2,2,1,3,3,2,5
0.70749,0.78491,0.85464,0.87568,0.35767,3,1,2,1,1,1,3,1,3,1,1
0.88948,0.98574,0.36069,0.4382,0.80931,2,2,2,2,3,3,2,3,2,3,3
0.051998,0.031744,0.60562,0.94807,0.51658,2,2,1,2,3,2,3,2,1,3,5
0.26312,0.46324,0.45821,0.59961,0.97848,1,2,1,2,1,2,3,2,2,2,2
0.40076,0.59011,0.40512,0.33106,0.31524,1,3,2,3,3,3,3,3,3,2,2
0.053987,0.90423,0.48725,0.56389,0.3173,2,1,3,3,3,1,2,2,3,1,4
0.12118,0.70004,0.32797,0.31487,0.0029905,1,1,2,2,3,3,3,3,3,2,3
0.95214,0.83829,0.36218,0.13724,0.13824,2,3,2,3,3,3,3,1,1,1,2
0.32764,0.55076,0.30132,0.79181,0.35032,1,1,1,1,2,2,1,2,2,2,5
0.55355,0.002263,0.56181,0.38961,0.50141,1,3,2,3,1,1,1,2,1,2,3
0.2772,0.68559,0.77401,0.23691,0.46716,1,1,2,3,1,2,3,3,3,1,4
0.18611,0.020762,0.52533,0.32469,0.86721,1,3,1,2,3,3,1,1,2,2,5
0.62723,0.72476,0.30341,0.16724,0.91188,1,3,2,3,2,2,1,2,3,2,2
0.44533,0.89407,0.35291,0.73384,0.047366,2,2,1,3,2,1,3,1,1,2,4
0.85117,0.10647,0.98158,0.89203,0.99082,3,1,3,2,1,1,1,3,2,2,1
0.61973,0.59531,0.53665,0.39885,0.56824,2,3,2,3,1,1,3,3,3,3,2
0.4084,0.17227,0.66461,0.20495,0.094132,2,3,1,2,2,2,2,2,3,2,1
0.88893,0.3996,0.23926,0.12854,0.87716,3,1,3,3,3,3,1,2,3,2,5
0.3185,0.3602,0.93076,0.63585,0.1397,1,1,1,1,3,2,1,2,2,1,1
0.85342,0.40923,0.059123,0.18051,0.29348,1,1,1,2,1,2,3,1,1,2,2
0.60211,0.014762,0.64158,0.66706,0.79616,2,3,1,2,3,2,1,3,2,3,1
0.035223,0.5169,0.2915,0.72469,0.40301,3,3,3,1,2,1,2,1,2,3,5
0.54197,0.72954,0.74767,0.89777,0.050835,1,1,2,3,3,2,3,2,2,1,3
0.91107,0.82308,0.38575,0.43636,0.50648,2,2,3,1,1,1,3,3,2,1,3
0.36326,0.67201,0.68284,0.093219,0.31857,3,3,2,3,3,2,2,3,1,2,2
0.89801,0.30037,0.77704,0.95403,0.75884,3,1,1,2,2,1,2,2,3,3,5
0.15769,0.605,0.67038,0.74422,0.67747,3,2,2,1,2,2,1,3,2,1,3
0.24662,0.89293,0.64012,0.96864,0.842,3,1,2,3,2,1,2,2,1,2,3
0.7178,0.25139,0.19201,0.016965,0.48913,2,2,3,2,2,1,3,1,3,1,2
0.2226,0.4185,0.45581,0.6347,0.33921,1,1,3,1,1,1,1,2,1,1,3
0.66228,0.56889,0.45454,0.6788,0.35334,2,2,1,2,1,1,3,1,1,1,2
0.35336,0.79178,0.28102,0.76557,0.56076,3,3,3,2,2,3,3,1,3,3,5
0.36772,0.96127,0.75731,0.71509,0.28624,3,2,1,2,1,2,2,3,3,3,4
0.73499,0.98562,0.664,0.50375,0.057803,2,3,1,2,1,1,3,1,3,3,4
0.3634,0.6832,0.38731,0.76916,0.93289,3,2,1,2,2,3,2,1,2,2,1
0.74084,0.50815,0.97473,0.37345,0.54004,1,3,2,3,1,2,1,1,2,2,4
0.24594,0.45389,0.44727,0.23165,0.36113,1,3,3,3,2,2,1,1,2,3,5
0.97526,0.53795,0.81685,0.96659,0.53358,2,1,2,1,3,2,3,2,3,1,2
0.77735,0.70762,0.58151,0.1153,0.15583,1,1,1,2,1,1,1,3,3,2,3
0.62672,0.623,0.74569,0.035523,0.97556,3,2,2,2,1,2,1,1,1,1,1
0.0017924,0.54336,0.68636,0.27208,0.52451,3,2,2,1,1,2,3,2,1,2,2
0.43363,0.30575,0.52612,0.83472,0.14902,1,3,1,1,2,2,1,1,1,1,1
0.68652,0.66473,0.57232,0.93808,0.67784,2,1,1,2,2,3,1,2,3,2,5
0.42046,0.7846,0.59084,0.95467,0.057626,3,2,2,3,3,1,1,2,3,2,3
0.033788,0.62976,0.078708,0.96242,0.38766,2,1,3,3,2,1,3,3,1,3,5
0.75682,0.06991,0.84738,0.88537,0.44435,3,2,2,3,3,2,1,3,3,1,1
0.54472,0.2492,0.43151,0.34882,0.56272,1,1,2,2,1,3,3,2,2,1,3
0.85886,0.084882,0.72923,0.92848,0.31098,2,1,2,3,3,2,3,1,1,1,3
0.41148,0.71207,0.43655,0.45552,0.75314,2,1,1,3,1,3,1,2,2,1,1
0.80111,0.63062,0.58837,0.47171,0.61552,1,3,3,2,1,2,3,3,3,2,3
0.55344,0.29212,0.85048,0.4409,0.15116,2,1,3,3,3,2,1,1,1,3,1
0.41201,0.95562,0.20534,0.95685,0.4473,3,1,2,2,3,3,2,1,3,3,5
0.48316,0.98869,0.36543,0.64349,0.8892,3,2,2,2,3,2,2,1,3,1,1
0.83865,0.23041,0.51918,0.81946,0.072723,2,1,2,2,1,3,3,2,3,2,3
0.55546,0.65864,0.30656,0.47182,0.56417,2,3,2,2,1,2,3,3,3,2,2
0.048594,0.83195,0.077878,0.9105,0.35055,3,1,2,2,1,1,1,2,3,3,5
0.41244,0.11589,0.93594,0.67938,0.22732,3,2,2,2,2,3,2,2,2,2,1
0.37052,0.42251,0.18399,0.85593,0.99713,3,1,2,3,2,1,1,2,3,3,4
0.12471,0.2002,0.74219,0.3783,0.97866,3,1,2,1,1,3,3,1,2,3,3
0.75977,0.29401,0.93917,0.68251,0.94652,1,3,2,1,2,1,1,1,3,2,4
0.96716,0.35474,0.72159,0.56375,0.57922,3,1,1,3,3,2,1,1,1,2,5
0.33301,0.75659,0.070242,0.67849,0.63795,3,1,2,2,2,1,3,1,2,2,5
0.00048636,0.94385,0.49682,0.3541,0.82335,1,2,1,3,3,2,3,1,3,1,4
0.35744,0.028308,0.52594,0.13139,0.37962,1,3,2,3,1,2,1,3,2,2,3
0.8727,0.87511,0.5441,0.0023312,0.64944,1,1,1,1,1,2,2,1,3,1,3
0.82895,0.52831,0.11842,0.69065,0.63171,3,2,1,3,3,3,1,2,1,1,4
0.28201,0.21223,0.9834,0.17239,0.18131,2,2,1,1,2,2,1,2,1,3,1
0.85001,0.71883,0.68648,0.46246,0.29186,3,3,3,1,3,3,3,2,3,3,3
0.67204,0.22312,0.48202,0.55531,0.17538,2,1,2,2,1,3,1,2,2,2,4
0.22564,0.24825,0.29871,0.40276,0.84,3,3,2,2,2,2,3,1,3,1,4
0.42634,0.69016,0.42801,0.54991,0.67391,3,1,1,2,3,1,1,2,1,3,5
0.76084,0.47431,0.080011,0.81756,0.41689,3,3,1,3,1,3,2,2,1,3,1
0.15059,0.89276,0.20237,0.66246,0.60451,2,1,3,3,3,2,1,3,1,1,4
0.20099,0.3026,0.43693,0.1668,0.30022,2,1,1,3,2,3,2,2,3,3,5
0.59606,0.25766,0.74985,0.42386,0.17589,2,3,2,1,1,3,3,1,3,3,1
0.36968,0.57637,0.81865,0.12831,0.47374,1,3,3,3,1,2,3,1,2,2,2
0.63068,0.36426,0.73501,0.59516,0.21087,1,1,3,2,1,1,2,2,2,2,3
0.52085,0.34863,0.31349,0.11547,0.87773,3,1,3,1,1,1,3,1,3,2,2
0.9721,0.58601,0.89512,0.17278,0.21317,3,1,1,2,2,2,1,2,1,1,1
0.3661,0.11997,0.62786,0.75266,0.57649,2,2,2,2,3,3,1,1,3,3,5
0.97787,0.47762,0.22737,0.75561,0.43717,3,3,2,2,3,1,2,3,2,3,5
0.36872,0.58584,0.36265,0.3153,0.60609,3,3,2,1,2,2,3,2,2,2,2
0.2019,0.075447,0.79635,0.057238,0.8817,2,2,1,1,3,2,1,2,1,1,5
0.24121,0.33765,0.68819,0.662,0.55752,3,2,3,1,3,2,3,3,2,2,5
0.55148,0.17806,0.20687,0.41932,0.28682,3,3,1,1,2,3,3,3,2,1,1
0.97745,0.53223,0.68,0.98915,0.53719,2,3,2,1,3,3,3,1,2,2,2
0.86894,0.53768,0.81983,0.86667,0.91948,3,2,3,1,2,3,3,1,1,1,2
0.62558,0.47985,0.6929,0.96166,0.027131,1,2,2,3,2,1,3,1,3,2,2
0.054943,0.99128,0.83944,0.78851,0.34527,2,2,3,2,1,1,1,3,2,1,3
0.81196,0.4504,0.91779,0.73304,0.83298,2,2,3,2,3,2,1,2,1,1,5
0.4066,0.33001,0.64648,0.61739,0.23349,3,2,1,1,3,1,3,2,3,2,2
0.18062,0.097998,0.55297,0.85291,0.59262,3,1,1,1,3,3,2,2,3,1,5
0.43986,0.3588,0.0025962,0.78281,0.8492,3,3,1,2,1,3,3,3,3,2,1
0.75049,0.55626,0.30695,0.94132,0.33646,2,1,3,3,3,3,1,2,3,3,5
0.68452,0.83232,0.69342,0.89474,0.96164,3,3,1,2,2,3,1,1,3,2,1
0.83404,0.49917,0.80094,0.39431,0.57836,1,1,3,1,1,1,1,2,1,3,3
0.85726,0.36074,0.021669,0.77939,0.96494,1,1,2,2,2,1,1,3,3,1,4
0.60189,0.10925,0.77335,0.3802,0.45651,2,1,3,2,1,2,3,2,1,1,1
0.28749,0.49998,0.78027,0.44863,0.93351,2,2,1,1,1,3,1,2,1,3,1
0.38959,0.23255,0.1369,0.38279,0.3197,3,2,2,3,1,1,2,3,1,1,2
0.65848,0.3104,0.19561,0.92653,0.60806,1,2,1,1,1,2,1,2,2,2,5
0.5222,0.72487,0.73602,0.17318,0.6374,3,1,2,2,2,2,1,1,2,1,1
0.75387,0.029547,0.29872,0.76689,0.57845,2,1,2,1,1,1,3,3,1,1,3
0.33044,0.87547,0.94587,0.48016,0.59009,3,1,2,3,2,2,3,3,3,3,4
